"""Ano de Lançamento""";"""Certificado de Produto Brasileiro (CPB)""";"""Título""";"""Direção""";"""Gênero""";"""Empresa Produtora Brasileira Majoritária""";"""UF""";"""Empresa Produtora Minoritária Brasileira""";"""UF""";"""Distribuidora""";"""Máximo de Salas""";"""Renda (R$)""";"""Público """
"""2011""";"""B1101426200000""";"""Trabalhar Cansa""";"""Juliana Rojas/Marco Dutra""";"""Ficção""";"""Dezenove Som e Imagens""";"""SP""";""" -""";""" -""";"""Polifilmes""";"""10""";"""69866,25""";"""6969"""
"""2011""";"""B0901101100000""";"""Transcendendo Lynch""";"""Marcos Andrade""";"""Documentário""";"""Quantum Produções Artísticas""";"""RJ""";""" -""";""" -""";"""Espaço Filmes """;"""10""";"""11638""";"""1303"""
"""2011""";"""B1101425400000""";"""Transeunte""";"""Eryk Rocha""";"""Ficção""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Videofilmes""";"""5""";"""16757,42""";"""2072"""
"""2011""";"""B1101519400000""";"""Um Assalto de Fé""";"""Cibele Amaral""";"""Ficção""";"""34 Filmes""";"""DF""";"""34 Filmes""";"""DF""";"""Ab Filmes/Festival Filmes""";"""5""";"""43839,91""";"""4386"""
"""2011""";"""B1101350700000""";"""Uma Professora Muito Maluquinha""";"""César Rodrigues""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Downtown/RioFilme""";"""48""";"""537596,12""";"""67904"""
"""2011""";"""B1001330400000""";"""Vips""";"""Toniko Melo""";"""Ficção""";"""O2 Filmes""";"""SP""";""" -""";""" -""";"""Universal""";"""180""";"""5881648""";"""593855"""
"""2011""";"""B1101366300000""";"""Vips - Histórias Reais de um Mentiroso""";"""Mariana Caltabiano""";"""Documentário""";"""Mariana Caltabiano Criações""";"""SP""";"""Teleimage""";"""SP""";"""Imovision""";"""2""";"""10980""";"""927"""
"""2011""";"""B1001193200000""";"""Walachai""";"""Rejane Zilles""";"""Documentário""";"""Zilles Produções Culturais""";"""RJ""";"""Okna Produções/Artesanato Digital Produções/Traquitana Filmes""";"""RS/RJ/RJ""";"""Ciclorama""";"""8""";"""11903,08""";"""1262"""
"""2012""";"""B1201568300000""";"""31 minutos – O filme""";"""Álvaro Díaz/Pedro Peirano""";"""Ficção""";"""Total Entertainment""";"""RJ""";""" -""";""" -""";"""H2O Films/RioFilme""";"""129""";"""428958,47""";"""59052"""
"""2012""";"""B1201617100000""";"""5 x Pacificação""";"""Cadu Barcelos/Luciano Vidigal/Rodrigo Felha/Wagner Novais""";"""Documentário""";"""Luz Mágica Produções""";"""RJ""";""" -""";""" -""";"""H2O Films/RioFilme""";"""16""";"""40665,5""";"""6296"""
"""2012""";"""B1201605900000""";"""À Beira do Caminho""";"""Breno Silveira""";"""Ficção""";"""Conspiração Filmes""";"""RJ""";"""Teleimage""";"""SP""";"""Fox""";"""218""";"""1484420,77""";"""159109"""
"""2012""";"""B1101537900000""";"""A Música segundo Tom Jobim""";"""Dora Jobim/Nelson Pereira dos Santos""";"""Documentário""";"""Regina Filmes""";"""RJ""";""" -""";""" -""";"""Sony""";"""21""";"""863590,25""";"""74901"""
"""2012""";"""B1201572300000""";"""A Novela das Oito""";"""Odilon Rocha""";"""Ficção""";"""Geração Conteúdo/Odilon Rocha""";"""SP""";""" -""";""" -""";"""Universal""";"""21""";"""50074""";"""5147"""
"""2012""";"""B1101510400000""";"""Antônio Conselheiro – O taumaturgo dos sertões""";"""José Walter Lima""";"""Ficção""";"""VPC Cinemavídeo""";"""BA""";""" -""";""" -""";"""VPC Cinemavídeo""";"""6""";"""14074,5""";"""1856"""
"""2012""";"""B1101427000000""";"""Área Q""";"""Gerson Sanginitto""";"""Ficção""";"""Sophia Filmes""";"""RJ""";"""Estação Luz Filmes/ATC Entretenimentos""";"""CE/CE""";"""Califórnia""";"""64""";"""393592,81""";"""38739"""
"""2012""";"""B1201569200000""";"""Argus Montenegro e a Instabilidade do Tempo Forte""";"""Pedro Isaias Lucas""";"""Documentário""";"""Artéria Filmes""";"""RS""";"""Okna Produções""";"""RS""";"""Okna Produções""";"""2""";"""2207""";"""447"""
"""2012""";"""B1101519200000""";"""As Aventuras de Agamenon, o Repórter""";"""Victor Lopes""";"""Ficção""";"""Globo Filmes""";"""RJ""";"""Tambellini Filmes/Aranha Redatores/M Madureira Redatores/Sambascope Produções""";"""RJ/RJ/RJ/RJ""";"""Downtown/Paris/RioFilme""";"""244""";"""9335915,91""";"""937980"""
"""2012""";"""B1201670700000""";"""Astro, Uma fábula urbana em um Rio de Janeiro mágico""";"""Paula Trabulsi""";"""Ficção""";"""Asas""";"""SP""";"""Bossa Nova Films""";"""SP""";"""Elo Company""";"""7""";"""8576,42""";"""681"""
"""2012""";"""B1201657700000""";"""Até que a Sorte nos Separe""";"""Roberto Santucci""";"""Ficção""";"""Gullane""";"""SP""";"""Globo Filmes/Telecine""";"""RJ/RJ""";"""Downtown/Paris/RioFilme""";"""425""";"""34712891,76""";"""3417510"""
"""2012""";"""B1101537800000""";"""Billi Pig""";"""José Eduardo Belmonte""";"""Ficção""";"""Bananeira Filmes""";"""RJ""";"""Film Noise/Globo Filmes""";"""SP/RJ""";"""Imagem""";"""211""";"""2483318,24""";"""257664"""
"""2012""";"""B1201623700000""";"""Boca""";"""Flavio Frederico""";"""Ficção""";"""Kinoscópio""";"""SP""";"""TC Filmes""";"""SP""";"""Vinny filmes """;"""26""";"""125472,38""";"""11959"""
"""2012""";"""B1201627800000""";"""Brichos - A floresta é nossa""";"""Paulo Munhoz""";"""Animação""";"""Tecnokena""";"""PR""";""" -""";""" -""";"""Signopus""";"""26""";"""134098,41""";"""16593"""
"""2012""";"""B1201586300000""";"""Cara ou coroa""";"""Ugo Giorgetti""";"""Ficção""";"""SP Filmes de São Paulo""";"""SP""";"""Bossa Nova Films/SP Filmes de São Paulo/Secretaria Municipal de Cultura de São Paulo/Locall""";"""SP/SP/SP/SP""";"""Espaço Filmes """;"""14""";"""83655,05""";"""7719"""
"""2012""";"""B1101504000000""";"""Circular""";"""Adriano Esturilho/Aly Muritiba/Bruno de Oliveira/Diego Florentino/Fábio Allon""";"""Ficção""";"""Grafo Audiovisual""";"""PR""";"""Grafo Audiovisual""";"""PR""";"""Grafo Audiovisual""";"""4""";"""17365,1""";"""2068"""
"""2012""";"""B1201641300000""";"""Clementina de Jesus - Rainha Quelé""";"""Werinton Kermes""";"""Documentário""";"""Werinton Kermes""";"""SP""";""" -""";""" -""";"""Werinton Kermes Telles Marsal""";"""ND""";"""ND""";"""ND"""
"""2012""";"""B1201663500000""";"""Cocoricó conta clássicos""";"""Fernando Gomes""";"""Ficção""";"""TV Cultura""";"""SP""";""" -""";""" -""";"""Mobz""";"""13""";"""34233,47""";"""2770"""
"""2012""";"""B1201564400000""";"""Constantino""";"""Otavio Cury""";"""Documentário""";"""In Brasil Cultural""";"""SP""";"""In Brasil Cultural""";"""SP""";"""Outros Filmes Produções""";"""1""";"""2933,5""";"""472"""
"""2012""";"""B1201613900000""";"""Construção""";"""Carolina Sá""";"""Documentário""";"""Samba Filmes""";"""RJ""";"""Samba Filmes""";"""RJ""";"""Espaço Filmes """;"""6""";"""10547,19""";"""909"""
"""2012""";"""B1201676700000""";"""Contos Gauchescos""";"""Henrique de Freitas Lima""";"""Ficção""";"""Cinematográfica Pampeana""";"""RS""";""" -""";""" -""";"""Empresa Cinematográfica Pampeana""";"""6""";"""8524,81""";"""970"""
"""2012""";"""B1101524900000""";"""Coração do samba""";"""Theresa Jessouroun""";"""Documentário""";"""Kinofilmes""";"""RJ""";"""EBC TV Brasil/TV Zero""";"""DF/RJ""";"""Kinofilmes Produções""";"""1""";"""3233""";"""291"""
"""2012""";"""B1101420100000""";"""Corações Sujos""";"""Vicente Amorim""";"""Ficção""";"""Mixer Films""";"""SP""";"""Globo Filmes/Lereby""";"""RJ/RJ""";"""Downtown""";"""35""";"""452177,72""";"""42297"""
"""2012""";"""B1201630700000""";"""Curitiba Zero Grau""";"""Eloi Pires Ferreira""";"""Ficção""";"""Camarada Filmes/Tigre Produções Cinematográficas""";"""PR""";"""Camarada Filmes""";"""PR""";"""Tigre Produções Cinematográficas""";"""8""";"""47125,51""";"""19674"""
"""2012""";"""B1201676800000""";"""De pernas pro ar 2""";"""Roberto Santucci""";"""Ficção""";"""Morena Filmes""";"""RJ""";"""Globo Filmes/Marcelo Saback/Paulo Cursino""";"""RJ""";"""Downtown/Paris/RioFilme""";"""718""";"""50312134,36""";"""4846273"""
"""2012""";"""B1201541400000""";"""Dia de Preto""";"""Daniel Mattos/Marcial Renato/Marcos Felipe""";"""Ficção""";"""Maxie Demian""";"""RJ""";"""Cinerama Brasilis""";"""RJ""";"""Maxie Demian""";"""6""";"""2015""";"""283"""
"""2012""";"""B1201686700000""";"""Dino Cazzola – Uma filmografia de Brasília""";"""Andrea Prates/Cleisson Vidal""";"""Documentário""";"""Terra Firme Produtora""";"""SP""";""" -""";""" -""";"""Terra Firme""";"""3""";"""5776""";"""548"""
"""2012""";"""B1201652600000""";"""Disparos""";"""Juliana Reis""";"""Ficção""";"""Escrevendo & Filmes""";"""RJ""";"""Diversid´Arte Produções""";"""RJ""";"""H2O Films""";"""16""";"""49491,55""";"""5255"""
"""2012""";"""B1101535300000""";"""Dois coelhos""";"""Afonso Poyart""";"""Ficção""";"""Black Maria""";"""SP""";""" -""";""" -""";"""Imagem""";"""236""";"""3315434,89""";"""336460"""
"""2012""";"""B1201586400000""";"""E a Vida Continua""";"""Paulo Figueiredo""";"""Ficção""";"""Verouvir Produções/Versátil Digital Filmes""";"""SP""";"""Versátil Digital Filmes""";"""SP""";"""Paris""";"""139""";"""3880872,74""";"""370842"""
"""2012""";"""B1201586000000""";"""E Aí, Comeu?""";"""Felipe Joffily""";"""Ficção""";"""Casé Filmes""";"""RJ""";""" -""";""" -""";"""Downtown/Paris/RioFilme""";"""514""";"""26078324,43""";"""2578599"""
"""2012""";"""B1201642000000""";"""Era uma vez eu, Verônica""";"""Marcelo Gomes""";"""Ficção""";"""Rec Produtores Associados""";"""PE""";"""Dezenove Som e Imagens""";"""SP""";"""Imovision""";"""13""";"""212485,09""";"""20956"""
"""2012""";"""B1201682400000""";"""Espia Só""";"""Saturnino Rocha""";"""Documentário""";"""Guarujá Produções""";"""RS""";""" -""";""" -""";"""Ciclorama""";"""4""";"""1692""";"""322"""
"""2012""";"""B1101528200000""";"""Eu Receberia as Piores Notícias dos seus Lindos Lábios""";"""Beto Brant/Renato Ciasca""";"""Ficção""";"""Drama Filmes""";"""SP""";""" -""";""" -""";"""Sony/RioFilme""";"""32""";"""538578,75""";"""47366"""
"""2012""";"""B1201564700000""";"""Expedicionários""";"""Otavio Cury""";"""Documentário""";"""In Brasil Cultural""";"""SP""";"""In Brasil Cultural""";"""SP""";"""Outros Filmes Produções""";"""2""";"""546,5""";"""104"""
"""2012""";"""B1201573200000""";"""Febre do Rato""";"""Claudio Assis""";"""Ficção""";"""Belavista Cinema e Produção/Polo de Imagem""";"""RJ/SP""";"""Perdidas Ilusões/República Pureza Filmes""";"""PE/RJ""";"""Imovision""";"""10""";"""247282,58""";"""29073"""
"""2012""";"""B1201646900000""";"""Futuro do pretérito: Tropicalismo now!""";"""Francisco Cesar Filho/Ninho Moraes""";"""Documentário""";"""Anhangabau Produções""";"""SP""";"""Ana de Oliveira""";""" -""";"""Vitrine Filmes""";"""3""";"""7064,11""";"""730"""
"""2012""";"""B1201558400000""";"""Girimunho""";"""Clarissa Campolina/Helvécio Marins Jr.""";"""Ficção""";"""Anavilhana""";"""MG""";"""Dezenove Som e Imagens""";"""SP""";"""Vitrine Filmes""";"""10""";"""34818,9""";"""5163"""
"""2012""";"""B1201647100000""";"""Gonzaga - De Pai para Filho""";"""Breno Silveira""";"""Ficção""";"""Conspiração Filmes/D+Filmes""";"""RJ""";"""Globo Filmes/Guel Produtora""";"""RJ/RJ""";"""Downtown/Paris/RioFilme""";"""407""";"""14654783,8""";"""1460494"""
"""2012""";"""B1201553500000""";"""Heleno""";"""José Henrique Fonseca""";"""Ficção""";"""Zola Filmes""";"""RJ""";"""Zola Filmes""";"""RJ""";"""Downtown/RioFilme""";"""64""";"""1009429,37""";"""91798"""
"""2012""";"""B1101414400000""";"""Histórias Que Só Existem Quando Lembradas""";"""Julia Murat""";"""Ficção""";"""Taiga Filmes e Vídeo""";"""RJ""";""" -""";""" -""";"""Vitrine Filmes""";"""6""";"""81755,73""";"""8824"""
"""2012""";"""B0700792400000""";"""Hotxuá""";"""Gringo Cardia/Leticia Sabatella""";"""Documentário""";"""Pedra Corrida Produções""";"""RJ""";""" -""";""" -""";"""Caliban""";"""4""";"""40278,5""";"""4493"""
"""2012""";"""B1201543900000""";"""Ibitipoca, droba pra lá""";"""Felipe Scaldini""";"""Documentário""";"""Ferro Velho Filmes""";"""MG""";""" -""";""" -""";"""Lume""";"""1""";"""5318,76""";"""816"""
"""2012""";"""B1201674600000""";"""Infância Clandestina""";"""Benjamin Ávila""";"""Ficção""";"""Academia de Filmes""";"""SP""";""" -""";""" -""";"""Imovision""";"""17""";"""379217,12""";"""32908"""
"""2012""";"""B1201650700000""";"""Luto em Luta""";"""Pedro Serrano""";"""Documentário""";"""Like Filmes""";"""SP""";""" -""";""" -""";"""Like Filmes""";"""ND""";"""ND""";"""ND"""
"""2012""";"""B1001290000000""";"""Luz nas Trevas - A Volta do Bandido da Luz Vermelha""";"""Ícaro Martins/Helena Ignez""";"""Ficção""";"""Mercúrio Produções""";"""SP""";"""Canal Brasil""";"""RJ""";"""Mercúrio produções""";"""10""";"""42378,9""";"""9489"""
"""2012""";"""B1101473200000""";"""Mãe e Filha""";"""Petrus Cariry""";"""Ficção""";"""Iluminura Filmes""";"""CE""";""" -""";""" -""";"""Lume""";"""3""";"""4277,55""";"""670"""
"""2012""";"""B1201673600000""";"""Marcelo Yuka no Caminho das Setas""";"""Daniela Broitman""";"""Documentário""";"""Videoforum Filmes""";"""SP""";""" -""";""" -""";"""Tucumán""";"""9""";"""14303,68""";"""2546"""
"""2012""";"""B1201622800000""";"""Marighella""";"""Isa Grinspum Ferraz""";"""Documentário""";"""Texto & Imagem""";"""SP""";"""TC Filmes/Carlos Augusto Marighella""";"""SP""";"""Downtown""";"""12""";"""52679,3""";"""5439"""
"""2012""";"""B1201616800000""";"""Menos Que Nada""";"""Carlos Gerbase""";"""Ficção""";"""Prana Filmes""";"""RS""";""" -""";""" -""";"""Prana Filmes""";"""9""";"""11253,9""";"""1640"""
"""2012""";"""B1201663700000""";"""Muito além do Peso""";"""Estela Renner""";"""Documentário""";"""Maria Farinha Filmes""";"""SP""";""" -""";""" -""";"""Ideias Maria Farinha""";"""10""";"""29153,99""";"""2744"""
"""2012""";"""B1201589400000""";"""Mulher à Tarde""";"""Affonso Uchôa""";"""Ficção""";"""Affonso Uchôa""";"""MG""";"""88 Produções""";"""MG""";"""Affonso Uchôa""";"""3""";"""1488,5""";"""321"""
"""2012""";"""B1201571900000""";"""Na Estrada - On The Road""";"""Walter Salles""";"""Ficção""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Playarte""";"""118""";"""3310019,59""";"""289507"""
"""2012""";"""B1101457200000""";"""O contestado – Restos mortais""";"""Sylvio Back""";"""Documentário""";"""Usina de Kyno""";"""PR""";""" -""";""" -""";"""Espaço Filmes """;"""6""";"""30907,22""";"""2647"""
"""2012""";"""B1201628500000""";"""O diário de Tati""";"""Mauro Farias""";"""Ficção""";"""Bang Filmes""";"""RJ""";"""Globo Filmes/Vinny Filmes""";"""RJ/SP""";"""Vinny filmes """;"""102""";"""1788157,7""";"""206991"""
"""2012""";"""B1101527800000""";"""O Homem que não Dormia""";"""Edgard Navarro""";"""Ficção""";"""Truque""";"""BA""";""" -""";""" -""";"""Pandora""";"""6""";"""30791,34""";"""4047"""
"""2012""";"""B1101512800000""";"""O Liberdade""";"""Cintia Langie/Rafael Andreazza""";"""Documentário""";"""Moviola Filmes""";"""RS""";""" -""";""" -""";"""Moviola Filmes""";"""1""";"""3009""";"""527"""
"""2012""";"""B1101377500000""";"""O Manuscrito Perdido""";"""José Barahona""";"""Documentário""";"""Refinaria Filmes""";"""RJ""";""" -""";""" -""";"""Refinaria Produções""";"""2""";"""1012""";"""145"""
"""2012""";"""B0700640600000""";"""Onde a Coruja dorme""";"""Marcia Derraik/Simplicio Neto""";"""Documentário""";"""TV Zero""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""8""";"""34380,5""";"""3649"""
"""2012""";"""B1201681100000""";"""Os Penetras""";"""Andrucha Waddington""";"""Ficção""";"""Conspiração Filmes""";"""RJ""";"""Globo Filmes/Lereby/Teleimage""";"""RJ/RJ/SP""";"""Warner""";"""330""";"""25613581""";"""2548441"""
"""2012""";"""B1101509000000""";"""Paraísos Artificiais""";"""Marcos Prado""";"""Ficção""";"""Zazen Produções""";"""RJ""";""" -""";""" -""";"""Zazen""";"""232""";"""3963582,33""";"""402852"""
"""2012""";"""B1201554600000""";"""Paralelo 10""";"""Silvio Da-Rin""";"""Documentário""";"""Diálogo Comunicação""";"""RJ""";""" -""";""" -""";"""Gávea Filmes """;"""6""";"""13480,21""";"""2210"""
"""2012""";"""B1201656300000""";"""Peixonauta: Agente Secreto da O.S.T.R.A""";"""Celia Serra/Kiko Mistrorigo""";"""Animação""";"""TV Pinguim""";"""SP""";""" -""";""" -""";"""Ab Filmes/Polifilmes""";"""48""";"""71933,36""";"""7412"""
"""2012""";"""B1201566400000""";"""Ponto Org""";"""Patrícia Moran""";"""Ficção""";"""Anderson Faria Produções Cinematográficas""";"""MG""";"""Dezenove Som e Imagens/Patrícia Moran""";"""SP/MG""";"""Usina Digital""";"""ND""";"""ND""";"""ND"""
"""2012""";"""B1201571700000""";"""Quem se Importa?""";"""Mara Mourão""";"""Documentário""";"""Mamo Filmes""";"""SP""";""" -""";""" -""";"""Imovision""";"""5""";"""92849,73""";"""7811"""
"""2012""";"""B1201567700000""";"""Raul, o Início, o Fim e o Meio""";"""Evaldo Mocarzel/Walter Carvalho""";"""Documentário""";"""A.F. Cinema""";"""SP""";"""A.F. Cinema""";"""SP""";"""Paramount""";"""36""";"""1883285""";"""170471"""
"""2012""";"""B1201540200000""";"""Reis e Ratos""";"""Mauro Lima""";"""Ficção""";"""Uns Produções e Filmes""";"""RJ""";"""Globo Filmes/Guel Produtora""";"""RJ/RJ""";"""Warner""";"""172""";"""1239304""";"""128396"""
"""2012""";"""B1201571600000""";"""Romance de Formação""";"""Julia de Simone""";"""Documentário""";"""Matizar""";"""RJ""";""" -""";""" -""";"""Espaço Filmes """;"""5""";"""15015""";"""1387"""
"""2012""";"""B1101495900000""";"""Sagrado Segredo""";"""André Luiz Oliveira""";"""Documentário""";"""André Luiz Oliveira/Asacine Produções""";"""DF""";"""Gaia Filmes""";"""DF""";"""Polifilmes/Asacine""";"""5""";"""4723,27""";"""499"""
"""2012""";"""B1201554700000""";"""Santos, 100 Anos de Futebol Arte""";"""Lina Chamie""";"""Documentário""";"""ESPN Brasil""";"""SP""";"""Canal Azul""";"""SP""";"""Canal Azul""";"""2""";"""7719""";"""691"""
"""2012""";"""B1201686200000""";"""São Paulo Companhia de Dança""";"""Evaldo Mocarzel""";"""Documentário""";"""Casa Azul Produções""";"""SP""";"""Raiz Produções""";"""SP""";"""Casa Azul""";"""1""";"""415""";"""39"""
"""2012""";"""B1201652400000""";"""Soberano 2 – A heróica conquista do mundial de 2005""";"""Carlos Nader/Mauricio Arruda""";"""Documentário""";"""G7 Cinema""";"""SP""";""" -""";""" -""";"""G7 Cinema""";"""51""";"""161692,46""";"""13609"""
"""2012""";"""B1101513200000""";"""Sudoeste""";"""Eduardo Nunes""";"""Ficção""";"""3 Tabela Filmes/Superfilmes/Tropical Storm Entertainment""";"""RJ/SP/RJ""";""" -""";""" -""";"""Vitrine Filmes""";"""3""";"""24476,5""";"""2805"""
"""2012""";"""B1201659300000""";"""Testemunha 4""";"""Marcelo Grabowsky""";"""Documentário""";"""Mirada Filmes""";"""RJ""";"""Marcelo Grabowsky""";""" -""";"""Mirada Filmes""";"""1""";"""1756""";"""162"""
"""2012""";"""B1201593600000""";"""Totalmente inocentes""";"""Rodrigo Bittencourt""";"""Ficção""";"""Atitude Produções/Migdal Filmes""";"""RJ""";"""Globo Filmes/RF Cine TV/Rodrigo Bittencourt""";"""RJ/RJ""";"""Downtown/Paris/RioFilme""";"""153""";"""5372762,07""";"""523577"""
"""2012""";"""B1201600900000""";"""Tropicália""";"""Marcelo Machado""";"""Documentário""";"""Bossa Nova Films""";"""SP""";"""Record Entretenimento/Rede Record de Televisão""";"""SP/SP""";"""Imagem""";"""39""";"""793467,49""";"""70995"""
"""2012""";"""B1001312000000""";"""Um homem qualquer""";"""Caio Vecchio""";"""Ficção""";"""Encruzilhada Filmes""";"""SP""";""" -""";""" -""";"""Pipa""";"""9""";"""8811,98""";"""1093"""
"""2012""";"""B1101467000000""";"""Uma Longa Viagem""";"""Lucia Murat""";"""Documentário""";"""Lucia Murat/Taiga Filmes e Vídeo""";"""RJ""";"""EBC TV Brasil""";"""DF""";"""Vitrine Filmes""";"""8""";"""63640,26""";"""6769"""
"""2012""";"""B1101513100000""";"""Vale dos Esquecidos""";"""Maria Raduan""";"""Documentário""";"""Tucura Filmes""";"""SP""";"""Tucura Filmes""";"""SP""";"""Espaço Filmes """;"""3""";"""5151""";"""424"""
"""2012""";"""B1201567200000""";"""Violeta Foi Para o Céu""";"""Andrés Wood""";"""Ficção""";"""Bossa Nova Films""";"""SP""";""" -""";""" -""";"""Imovision""";"""11""";"""362595,26""";"""37243"""
"""2012""";"""B1201667100000""";"""Virando Bicho""";"""Alexandre Carvalho/Silvia Fraiha""";"""Documentário""";"""Fraiha Produções""";"""RJ""";""" -""";""" -""";"""Fraiha Produções""";"""24""";"""10098,24""";"""980"""
"""2012""";"""B1101526700000""";"""Vou Rifar meu Coração""";"""Ana Rieper""";"""Documentário""";"""Amado Arte&Produção""";"""RJ""";"""Amado Arte&Produção""";"""RJ""";"""Vitrine Filmes""";"""18""";"""92521,82""";"""11081"""
"""2012""";"""B1201547400000""";"""Xingu""";"""Cao Hamburger""";"""Ficção""";"""O2 Filmes""";"""SP""";"""Globo Filmes""";"""RJ""";"""Sony/Downtown""";"""205""";"""3898549,67""";"""378087"""
"""2013""";"""B1301877200000""";"""A alma da gente""";"""David Meyer/Helena Solberg""";"""Documentário""";"""Radiante Filmes""";"""RJ""";""" -""";""" -""";"""E.H. Produções""";"""8""";"""17320,65""";"""1646"""
"""2013""";"""B1301805800000""";"""A Batalha do passinho""";"""Emílio Domingos""";"""Documentário""";"""Osmose Filmes""";"""RJ""";""" -""";""" -""";"""Cine Santa Teresa""";"""6""";"""17781,5""";"""2640"""
"""2013""";"""B1301751900000""";"""A Busca""";"""Luciano Moura""";"""Ficção""";"""O2 Filmes""";"""SP""";"""Globo Filmes""";"""RJ""";"""Downtown/Paris/RioFilme""";"""162""";"""3686889,75""";"""352914"""
"""2013""";"""B1301852900000""";"""A cidade é uma só?""";"""Adirley Queirós""";"""Documentário""";"""Cinco da Norte Cine""";"""DF""";"""Cinco da Norte Cine""";"""DF""";"""Vitrine Filmes""";"""6""";"""14269,78""";"""1420"""
"""2013""";"""B1201666700000""";"""A coleção invisível""";"""Bernard Attal""";"""Ficção""";"""Santa Luzia Filmes""";"""BA""";"""Ondina Filmes""";"""BA""";"""Pandora""";"""20""";"""68288,87""";"""8595"""
"""2013""";"""B1301846600000""";"""A Floresta de Jonathas""";"""Sergio Andrade""";"""Ficção""";"""Rio Tarumã Films""";"""AM""";""" -""";""" -""";"""Vitrine Filmes""";"""3""";"""9380,25""";"""1174"""
"""2013""";"""B1101405200000""";"""A luz do Tom""";"""Nelson Pereira dos Santos""";"""Documentário""";"""Regina Filmes""";"""RJ""";""" -""";""" -""";"""Bretz Vídeo/RioFilme""";"""12""";"""94502,95""";"""8831"""
"""2013""";"""B1201661300000""";"""A memória que me contam""";"""Lucia Murat""";"""Ficção""";"""Taiga Filmes e Vídeo""";"""RJ""";"""Elixir Entretenimento/Loc All Cinema e Televisão""";"""SP/PR""";"""Imovision""";"""7""";"""68729,35""";"""6204"""
"""2013""";"""B1302047400000""";"""A Nave - Uma Viagem com a Jazz Sinfônica de São Paulo""";"""Luiz Otavio de Santi""";"""Documentário""";"""Drama Filmes""";"""SP""";""" -""";""" -""";"""Drama Filmes""";"""1""";"""1104""";"""365"""
"""2013""";"""B1301971700000""";"""A sorte em suas mãos""";"""Daniel Burman""";"""Ficção""";"""Gullane""";"""SP""";""" -""";""" -""";"""Imovision""";"""18""";"""316108,79""";"""25088"""
"""2013""";"""B1201614400000""";"""A Última Estação""";"""Márcio Curi""";"""Ficção""";"""Estudios Quanta""";"""SP""";"""Estudios Quanta""";"""SP""";"""Polifilmes""";"""13""";"""22172,45""";"""1977"""
"""2013""";"""B1301761800000""";"""Amazônia Desconhecida""";"""Daniel Augusto/Eduardo Rajabally""";"""Documentário""";"""Gullane""";"""SP""";"""Grifa Filmes""";"""SP""";"""Elo Company""";"""1""";"""425""";"""67"""
"""2013""";"""B1201604900000""";"""América – Uma história portuguesa""";"""João Nuno Pinto""";"""Ficção""";"""Dezenove Som e Imagens""";"""SP""";""" -""";""" -""";"""Panda Filmes""";"""1""";"""3422""";"""307"""
"""2013""";"""B1301759600000""";"""Angie""";"""Marcio Garcia""";"""Ficção""";"""MGP Filmes""";"""MG""";""" -""";""" -""";"""H2O Films/RioFilme""";"""46""";"""99349,14""";"""9115"""
"""2013""";"""B1301738800000""";"""Anita e Garibaldi""";"""Alberto Rondalli/Rubens Gennaro""";"""Ficção""";"""Laz Audiovisual""";"""PR""";""" -""";""" -""";"""Ab Filmes/Polifilmes""";"""10""";"""11809,54""";"""1027"""
"""2013""";"""B1301712400000""";"""Artigas - La redota""";"""Cesar Charlone""";"""Ficção""";"""Aim Produções Cinematograficas""";"""SP""";""" -""";""" -""";"""Panda Filmes""";"""3""";"""22519,74""";"""2318"""
"""2013""";"""B1101473600000""";"""As hiper mulheres""";"""Carlos Fausto/Leonardo Sette/Takumã Kuikuro""";"""Documentário""";"""Vídeo nas Aldeias""";"""PE""";""" -""";""" -""";"""Vitrine Filmes""";"""5""";"""8903,72""";"""1006"""
"""2013""";"""B1301860500000""";"""As horas vulgares""";"""Rodrigo de Oliveira/Vitor Graize""";"""Ficção""";"""Patuléia Filmes""";"""ES""";""" -""";""" -""";"""Petrini""";"""ND""";"""ND""";"""ND"""
"""2013""";"""B1302035000000""";"""Até que a Sorte nos Separe 2""";"""Roberto Santucci""";"""Ficção""";"""Gullane""";"""SP""";"""Paris Entretenimento/Globo Filmes/Telecine/Lereby""";"""SP/RJ/RJ/RJ""";"""Downtown/Paris""";"""778""";"""45274441,66""";"""3978191"""
"""2013""";"""B1301899900000""";"""Boa sorte, meu amor""";"""Daniel Aragão""";"""Ficção""";"""Orquestra Cinema Estúdios""";"""PE""";"""Cicatrix Filmes/Set Produções Audiovisuais/Rec Produtores Associados/Daniel Aragão/Gregorio Graziosi/José Pedro Correia Sotero/Santana Josicarlos/Gustavo Sobreira Rocha/Juliano Dornelles/Manoela Torres/Phelipe Joannes Simões Costa""";"""PE/PE""";"""Cicatrix Filmes""";"""11""";"""31674,35""";"""4032"""
"""2013""";"""B1301739100000""";"""Bonitinha, mas ordinária""";"""Moacyr Góes""";"""Ficção""";"""Diler & Associados""";"""RJ""";"""California Filmes/Canal Brasil/LaboCine""";"""CE/RJ/RJ""";"""Califórnia""";"""44""";"""139529,27""";"""13997"""
