"""Ano de exibição""";"""Distribuidora""";"""Número de Registro Ancine""";"""Origem da empresa distribuidora""";"""Público""";"""Público Filmes Brasileiros""";"""Renda (R$)""";"""Renda Filmes Brasileiros (R$)""";"""Títulos Exibidos""";"""Títulos Brasileiros  Exibidos""";"""Títulos Lançados""";"""Títulos Brasileiros Lançados"""
"""2016""";"""O2 Play""";"""63""";"""Distribuição Nacional""";"""10660""";"""10660""";"""140584,94""";"""140585""";"""4""";"""4""";"""4""";"""4"""
"""2016""";"""Olé Produções""";"""15892""";"""Distribuição Nacional""";"""240""";"""240""";"""3155,83""";"""3156""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Pandora """;"""12443/333""";"""Distribuição Nacional""";"""237569""";"""18020""";"""3560833""";"""241157""";"""24""";"""9""";"""14""";"""6"""
"""2016""";"""Paramount""";"""169""";"""Distribuição Internacional""";"""6385623""";"""0""";"""95517233""";"""0""";"""16""";"""0""";"""12""";"""0"""
"""2016""";"""Paris """;"""11922""";"""Distribuição Nacional""";"""8372671""";"""1297""";"""114148242,02""";"""20568""";"""32""";"""1""";"""26""";"""1"""
"""2016""";"""Pipa""";"""5467""";"""Distribuição Nacional""";"""392""";"""392""";"""4791,27""";"""4791""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Pipoca & Filmes/Forte Filmes""";"""31411/12699""";"""Distribuição Nacional""";"""9541""";"""9541""";"""133956""";"""133956""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Pique-Bandeira Filmes""";"""22312""";"""Distribuição Nacional""";"""473""";"""473""";"""2936""";"""2936""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Playarte""";"""443""";"""Distribuição Nacional""";"""471931""";"""0""";"""6823668""";"""0""";"""13""";"""0""";"""10""";"""0"""
"""2016""";"""Polifilmes""";"""2550""";"""Distribuição Nacional""";"""215""";"""215""";"""1634""";"""1634""";"""2""";"""2""";"""2""";"""2"""
"""2016""";"""Ponto de Equilíbrio""";"""13831""";"""Distribuição Nacional""";"""390""";"""390""";"""2828,49""";"""2828""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Primo Filmes""";"""1880""";"""Distribuição Nacional""";"""312""";"""312""";"""3913""";"""3913""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Rafaela Gonçalves""";"""29112""";"""Distribuição Nacional""";"""69753""";"""69753""";"""893822,57""";"""893823""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Raiz Filmes""";"""11792""";"""Distribuição Nacional""";"""1471""";"""1471""";"""14428,81""";"""14429""";"""6""";"""6""";"""2""";"""2"""
"""2016""";"""Sant'Ana Filmes""";"""16846""";"""Distribuição Nacional""";"""230""";"""230""";"""2775,64""";"""2776""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Sato Company""";"""22000""";"""Distribuição Nacional""";"""14592""";"""0""";"""200762,88""";"""0""";"""3""";"""0""";"""3""";"""0"""
"""2016""";"""Sony """;"""84""";"""Distribuição Internacional""";"""10963716""";"""50473""";"""158980855,35""";"""734043""";"""35""";"""2""";"""23""";"""1"""
"""2016""";"""Supo Mungam Films""";"""28508""";"""Distribuição Nacional""";"""30223""";"""0""";"""424727,12""";"""0""";"""17""";"""0""";"""14""";"""0"""
"""2016""";"""Telenews """;"""6""";"""Distribuição Nacional""";"""47""";"""47""";"""270""";"""270""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Tigre Produções Cinematográficas""";"""2234""";"""Distribuição Nacional""";"""16132""";"""16132""";"""80640,5""";"""80641""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Trator Filmes""";"""12965""";"""Distribuição Nacional""";"""114""";"""114""";"""1520,34""";"""1520""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Tremè Produções""";"""23364""";"""Distribuição Nacional""";"""517""";"""517""";"""4836,01""";"""4836""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Tucumán""";"""16132""";"""Distribuição Nacional""";"""4909""";"""3840""";"""51584,67""";"""40145""";"""6""";"""2""";"""1""";"""1"""
"""2016""";"""UCI""";"""749""";"""Distribuição Nacional""";"""6845""";"""0""";"""196126""";"""0""";"""6""";"""0""";"""0""";"""0"""
"""2016""";"""Universal""";"""169/84/33787""";"""Distribuição Internacional""";"""15925924""";"""0""";"""231652938,48""";"""0""";"""33""";"""0""";"""25""";"""0"""
"""2016""";"""Universal Music Brasil""";"""16080""";"""Distribuição Nacional""";"""222""";"""0""";"""3675""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2016""";"""Universal/Europa/Elo Company""";"""169/84/33787/2250/5672""";"""Codistribuição Internacional-Nacional""";"""1240""";"""1240""";"""11006,35""";"""11006""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Vilacine""";"""18499""";"""Distribuição Nacional""";"""275""";"""275""";"""2758""";"""2758""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Vitrine Filmes""";"""16713""";"""Distribuição Nacional""";"""480876""";"""457896""";"""6893881,11""";"""6576738""";"""40""";"""34""";"""15""";"""11"""
"""2016""";"""Walper Ruas""";"""1572""";"""Distribuição Nacional""";"""5197""";"""5197""";"""66005,52""";"""66006""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Warner""";"""265""";"""Distribuição Internacional""";"""36387021""";"""674447""";"""536615467""";"""9220289""";"""29""";"""2""";"""20""";"""2"""
"""2016""";"""Zazen""";"""611""";"""Distribuição Nacional""";"""2663""";"""2663""";"""42132,53""";"""42133""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Zeta Filmes""";"""22936""";"""Distribuição Nacional""";"""84711""";"""0""";"""1144271,14""";"""0""";"""17""";"""0""";"""8""";"""0"""
"""2017""";"""4 Ventos Comunicação""";"""858""";"""Distribuição Nacional""";"""271""";"""271""";"""3288,15""";"""3288""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Accorde Audiovisuais""";"""1403""";"""Distribuição Nacional""";"""93""";"""93""";"""665""";"""665""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Águas de Março Filmes""";"""19054""";"""Distribuição Nacional""";"""49""";"""49""";"""265""";"""265""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Alex Pires Duarte""";"""34335""";"""Distribuição Nacional""";"""3870""";"""3870""";"""52979,63""";"""52980""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Alpha Filmes""";"""5963""";"""Distribuição Nacional""";"""46""";"""0""";"""271,36""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2017""";"""Alpha Filmes/Pandora""";"""5963/12443/333""";"""Distribuição Nacional""";"""10568""";"""0""";"""143516,95""";"""0""";"""3""";"""0""";"""3""";"""0"""
"""2017""";"""Alphaville Filmes""";"""6418""";"""Distribuição Nacional""";"""263375""";"""0""";"""3676727,5""";"""0""";"""30""";"""0""";"""20""";"""0"""
"""2017""";"""Alphaville Filmes/Alpha Filmes""";"""6418/5963""";"""Distribuição Nacional""";"""9170""";"""0""";"""116646,56""";"""0""";"""2""";"""0""";"""2""";"""0"""
"""2017""";"""ArtHouse""";"""22808""";"""Distribuição Nacional""";"""10697""";"""10697""";"""118233,09""";"""118233""";"""4""";"""4""";"""4""";"""4"""
"""2017""";"""Bela Filmes""";"""18625""";"""Distribuição Nacional""";"""290""";"""290""";"""1417,5""";"""1418""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Bonfilm""";"""14462""";"""Distribuição Nacional""";"""12652""";"""0""";"""167463,75""";"""0""";"""3""";"""0""";"""3""";"""0"""
"""2017""";"""Boulevard Filmes""";"""17484""";"""Distribuição Nacional""";"""28""";"""28""";"""247""";"""247""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Bretz Vídeo""";"""19243""";"""Distribuição Nacional""";"""13210""";"""13126""";"""230267,01""";"""229717""";"""3""";"""2""";"""2""";"""2"""
"""2017""";"""Bretz Vídeo/Pagu Pictures""";"""19243/38312""";"""Distribuição Nacional""";"""41314""";"""41314""";"""685647,29""";"""685647""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Califórnia """;"""532""";"""Distribuição Nacional""";"""934445""";"""64""";"""15028589,19""";"""604""";"""27""";"""1""";"""21""";"""0"""
"""2017""";"""Casa de Cinema de Porto Alegre""";"""133""";"""Distribuição Nacional""";"""2041""";"""2041""";"""25791,53""";"""25792""";"""2""";"""2""";"""2""";"""2"""
"""2017""";"""Cavideo Produções""";"""11893""";"""Distribuição Nacional""";"""160""";"""160""";"""2386,06""";"""2386""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Cigano Filmes""";"""21108""";"""Distribuição Nacional""";"""158""";"""158""";"""973,5""";"""974""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Cineart Filmes""";"""33340""";"""Distribuição Nacional""";"""180121""";"""0""";"""2715673,23""";"""0""";"""11""";"""0""";"""10""";"""0"""
"""2017""";"""Cinecolor do Brasil""";"""2631""";"""Distribuição Nacional""";"""45488""";"""0""";"""757387,84""";"""0""";"""3""";"""0""";"""1""";"""0"""
"""2017""";"""Cinemark Brasil""";"""1843""";"""Distribuição Nacional""";"""6515""";"""0""";"""135103,49""";"""0""";"""2""";"""0""";"""0""";"""0"""
"""2017""";"""Cinépolis""";"""17266""";"""Distribuição Nacional""";"""874""";"""0""";"""8381,88""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2017""";"""Com Domínio Filmes""";"""16431""";"""Distribuição Nacional""";"""408""";"""408""";"""6105,91""";"""6106""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Complô""";"""16669""";"""Distribuição Nacional""";"""160""";"""160""";"""1650,29""";"""1650""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Contents 360""";"""27376""";"""Distribuição Nacional""";"""114""";"""0""";"""2127,64""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2017""";"""Cultura""";"""1125""";"""Distribuição Nacional""";"""784""";"""784""";"""11842,49""";"""11842""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""CV&F""";"""7024""";"""Distribuição Nacional""";"""36""";"""36""";"""270""";"""270""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Daza Filmes""";"""17547""";"""Distribuição Nacional""";"""347""";"""347""";"""4070,47""";"""4070""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Deberton Entretenimento""";"""16822""";"""Distribuição Nacional""";"""283""";"""283""";"""1830""";"""1830""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Diamond Films do Brasil """;"""22724""";"""Distribuição Nacional""";"""2059444""";"""40""";"""34057108,84""";"""421""";"""19""";"""1""";"""17""";"""0"""
"""2017""";"""Dilúvio Filmes""";"""19176""";"""Distribuição Nacional""";"""37""";"""37""";"""210""";"""210""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Disney""";"""18398""";"""Distribuição Internacional""";"""33620937""";"""3337""";"""519569006""";"""52203""";"""17""";"""1""";"""8""";"""1"""
"""2017""";"""Documenta Produções""";"""335""";"""Distribuição Nacional""";"""33""";"""33""";"""132""";"""132""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Downtown/Paris""";"""4904/11922""";"""Distribuição Nacional""";"""13184044""";"""13184044""";"""181905761,31""";"""181905761""";"""22""";"""22""";"""19""";"""19"""
"""2017""";"""E.H. Produções""";"""461""";"""Distribuição Nacional""";"""55""";"""55""";"""681""";"""681""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Ebisu Filmes""";"""25254""";"""Distribuição Nacional""";"""83""";"""83""";"""912,96""";"""913""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Elite Filmes""";"""22364""";"""Distribuição Nacional""";"""1184""";"""0""";"""14296,87""";"""0""";"""4""";"""0""";"""2""";"""0"""
"""2017""";"""Elo Company""";"""5672""";"""Distribuição Nacional""";"""7069""";"""7069""";"""104310,16""";"""104310""";"""7""";"""7""";"""6""";"""6"""
"""2017""";"""Esfera Produções""";"""18039""";"""Distribuição Nacional""";"""44151""";"""0""";"""626597,8""";"""0""";"""7""";"""0""";"""5""";"""0"""
"""2017""";"""Espaço dos Satyros""";"""34282""";"""Distribuição Nacional""";"""823""";"""823""";"""12251""";"""12251""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Espaço Filmes """;"""1083""";"""Distribuição Nacional""";"""45369""";"""0""";"""705740,71""";"""0""";"""5""";"""0""";"""5""";"""0"""
"""2017""";"""Europa""";"""2250""";"""Distribuição Nacional""";"""103590""";"""13138""";"""1592968,83""";"""198036""";"""6""";"""2""";"""6""";"""2"""
"""2017""";"""F. J. Cines""";"""310""";"""Distribuição Nacional""";"""4635""";"""0""";"""43095""";"""0""";"""9""";"""0""";"""0""";"""0"""
"""2017""";"""Fênix Filmes""";"""31931""";"""Distribuição Nacional""";"""72999""";"""0""";"""1118675,31""";"""0""";"""11""";"""0""";"""6""";"""0"""
"""2017""";"""Film Connection""";"""5587""";"""Distribuição Nacional""";"""42128""";"""42128""";"""586066,45""";"""586066""";"""2""";"""2""";"""2""";"""2"""
"""2017""";"""Filmes da Mostra""";"""1797/29957""";"""Distribuição Nacional""";"""2783""";"""0""";"""25938,05""";"""0""";"""7""";"""0""";"""2""";"""0"""
"""2017""";"""Filmes de Vagabundo""";"""26306""";"""Distribuição Nacional""";"""235""";"""235""";"""2120""";"""2120""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Flix Media""";"""34385""";"""Distribuição Nacional""";"""22081""";"""0""";"""490751,18""";"""0""";"""2""";"""0""";"""1""";"""0"""
"""2017""";"""Fox""";"""256""";"""Distribuição Internacional""";"""19433963""";"""324996""";"""293282865,54""";"""4447116""";"""24""";"""2""";"""17""";"""2"""
"""2017""";"""Gávea Filmes/Pipoca & Filmes""";"""7128/31411""";"""Distribuição Nacional""";"""1638""";"""1638""";"""19889,08""";"""19889""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""H2O Films""";"""24619/21541""";"""Distribuição Nacional""";"""811942""";"""657860""";"""11384264,14""";"""9002897""";"""9""";"""3""";"""8""";"""3"""
"""2017""";"""H2O Films/Sony""";"""24619/21541/84""";"""Distribuição Nacional""";"""58453""";"""58453""";"""938543,45""";"""938543""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""H2O Films/Universal""";"""24619/21541/169/84/33787""";"""Codistribuição Internacional-Nacional""";"""401960""";"""401960""";"""5594424,97""";"""5594425""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Imagem """;"""1935""";"""Distribuição Nacional""";"""2176320""";"""809445""";"""32940421,23""";"""11268587""";"""26""";"""10""";"""20""";"""8"""
"""2017""";"""Imagem-Tempo""";"""1762""";"""Distribuição Nacional""";"""3532""";"""3532""";"""47218,51""";"""47219""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Imovision """;"""11868/173""";"""Distribuição Nacional""";"""742357""";"""228240""";"""11573060,64""";"""3810696""";"""59""";"""5""";"""33""";"""3"""
"""2017""";"""Indiana Produções Cinematográficas""";"""2802""";"""Distribuição Nacional""";"""91""";"""91""";"""1469,42""";"""1469""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Inquieta Cultura e Comunicação""";"""29984""";"""Distribuição Nacional""";"""1062""";"""1062""";"""9401,35""";"""9401""";"""2""";"""2""";"""2""";"""2"""
"""2017""";"""Inquietude""";"""26781""";"""Distribuição Nacional""";"""2237""";"""2237""";"""23846,7""";"""23847""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Josias Teófilo""";"""33437""";"""Distribuição Nacional""";"""14840""";"""14840""";"""272691,71""";"""272692""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Lança Filmes""";"""25115""";"""Distribuição Nacional""";"""5195""";"""530""";"""70359,91""";"""5266""";"""8""";"""6""";"""3""";"""2"""
"""2017""";"""Livres Distribuidora""";"""21870""";"""Distribuição Nacional""";"""3451""";"""3451""";"""41116,83""";"""41117""";"""6""";"""6""";"""6""";"""6"""
"""2017""";"""Lume""";"""11990""";"""Distribuição Nacional""";"""6742""";"""6742""";"""68393,95""";"""68394""";"""2""";"""2""";"""2""";"""2"""
"""2017""";"""LumoLab""";"""33148""";"""Distribuição Nacional""";"""193""";"""193""";"""3370""";"""3370""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Marcelo Machado""";"""13558""";"""Distribuição Nacional""";"""810""";"""810""";"""9235,02""";"""9235""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Maria da Graça Hughes""";"""34250""";"""Distribuição Nacional""";"""1389""";"""1389""";"""17148""";"""17148""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Maria Farinha Filmes""";"""18069""";"""Distribuição Nacional""";"""2861""";"""2827""";"""34989,42""";"""34809""";"""2""";"""1""";"""1""";"""1"""
"""2017""";"""Modo Operante Produções""";"""2719""";"""Distribuição Nacional""";"""522""";"""522""";"""7020,45""";"""7020""";"""2""";"""2""";"""2""";"""2"""
"""2017""";"""Moro Comunicação""";"""5224""";"""Distribuição Nacional""";"""2180""";"""2180""";"""23575,07""";"""23575""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Mosquito Project""";"""6346""";"""Distribuição Nacional""";"""43""";"""43""";"""1137,5""";"""1138""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""O2 Play""";"""63""";"""Distribuição Nacional""";"""11224""";"""11224""";"""148988,39""";"""148988""";"""7""";"""7""";"""5""";"""5"""
"""2017""";"""Okna Produções""";"""11871""";"""Distribuição Nacional""";"""496""";"""0""";"""5858,7""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2017""";"""Olé Produções""";"""15892""";"""Distribuição Nacional""";"""530""";"""530""";"""8580,1""";"""8580""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Olhar Distribuição""";"""37242""";"""Distribuição Nacional""";"""2813""";"""2813""";"""25442,08""";"""25442""";"""2""";"""2""";"""2""";"""2"""
"""2017""";"""Osmose Filmes""";"""23336""";"""Distribuição Nacional""";"""390""";"""390""";"""4453,7""";"""4454""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Ouidah Films""";"""28781""";"""Distribuição Nacional""";"""488""";"""488""";"""6554,13""";"""6554""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Panda Filmes""";"""941""";"""Distribuição Nacional""";"""16408""";"""16408""";"""240713,27""";"""240713""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Pandora """;"""12443/333""";"""Distribuição Nacional""";"""131467""";"""3593""";"""1849628,32""";"""44393""";"""22""";"""7""";"""15""";"""5"""
"""2017""";"""Paramount""";"""169""";"""Distribuição Internacional""";"""9165202""";"""0""";"""136547949""";"""0""";"""18""";"""0""";"""12""";"""0"""
"""2017""";"""Paris """;"""11922""";"""Distribuição Nacional""";"""15520326""";"""144""";"""223162050,44""";"""2669""";"""42""";"""2""";"""30""";"""1"""
"""2017""";"""Paris/O2 Play""";"""11922/63""";"""Distribuição Nacional""";"""6280""";"""6280""";"""77573,34""";"""77573""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Pindorama Filmes""";"""813""";"""Distribuição Nacional""";"""120""";"""120""";"""2260,15""";"""2260""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Pipa""";"""5467""";"""Distribuição Nacional""";"""76""";"""76""";"""850,8""";"""851""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Pipoca & Filmes/Forte Filmes""";"""31411/12699""";"""Distribuição Nacional""";"""845""";"""845""";"""11623,73""";"""11624""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Pique-Bandeira Filmes""";"""22312""";"""Distribuição Nacional""";"""602""";"""602""";"""3760,03""";"""3760""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Playarte""";"""443""";"""Distribuição Nacional""";"""472066""";"""0""";"""6717836,38""";"""0""";"""6""";"""0""";"""5""";"""0"""
"""2017""";"""Polifilmes""";"""2550""";"""Distribuição Nacional""";"""40""";"""40""";"""206""";"""206""";"""2""";"""2""";"""0""";"""0"""
"""2017""";"""Polifilmes/Spcine""";"""2550/32360""";"""Distribuição Nacional""";"""188""";"""188""";"""2225,58""";"""2226""";"""2""";"""2""";"""2""";"""2"""
"""2017""";"""Ponto de Equilíbrio""";"""13831""";"""Distribuição Nacional""";"""7""";"""7""";"""63""";"""63""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""RioFilme""";"""105""";"""Distribuição Nacional""";"""3964""";"""3964""";"""44269,51""";"""44270""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""RT Features""";"""15543""";"""Distribuição Nacional""";"""451""";"""0""";"""6700,2""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2017""";"""Santa Luzia Filmes""";"""13269""";"""Distribuição Nacional""";"""461""";"""461""";"""5858,28""";"""5858""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Sant'Ana Filmes""";"""16846""";"""Distribuição Nacional""";"""89""";"""89""";"""986,12""";"""986""";"""1""";"""1""";"""0""";"""0"""
"""2017""";"""Sato Company""";"""22000""";"""Distribuição Nacional""";"""94""";"""0""";"""940""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2017""";"""Sequência Produções Artisticas""";"""1044""";"""Distribuição Nacional""";"""342""";"""342""";"""4265,39""";"""4265""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Sereia Filmes""";"""13753""";"""Distribuição Nacional""";"""4207""";"""4207""";"""39101,34""";"""39101""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Sony """;"""84""";"""Distribuição Internacional""";"""16525344""";"""87730""";"""254080500,33""";"""1517161""";"""31""";"""2""";"""19""";"""1"""
"""2017""";"""Supo Mungam Films""";"""28508""";"""Distribuição Nacional""";"""83070""";"""0""";"""1262818,09""";"""0""";"""13""";"""0""";"""9""";"""0"""
"""2017""";"""Taus Audiovisuais""";"""931""";"""Distribuição Nacional""";"""22""";"""22""";"""220,35""";"""220""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""TB Produções""";"""639""";"""Distribuição Nacional""";"""746""";"""746""";"""11272,72""";"""11273""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Tucumán""";"""16132""";"""Distribuição Nacional""";"""16116""";"""16068""";"""221765,47""";"""221354""";"""7""";"""5""";"""4""";"""4"""
"""2017""";"""TV Meio Ambiente""";"""20873""";"""Distribuição Nacional""";"""912""";"""912""";"""14606,1""";"""14606""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""UCI""";"""749""";"""Distribuição Nacional""";"""9900""";"""0""";"""239902""";"""0""";"""5""";"""0""";"""1""";"""0"""
"""2017""";"""UMES""";"""15603""";"""Distribuição Nacional""";"""110""";"""0""";"""1666""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2017""";"""Universal""";"""169/84/33787""";"""Distribuição Internacional""";"""33443010""";"""0""";"""493840490,5""";"""0""";"""20""";"""0""";"""15""";"""0"""
"""2017""";"""Videofilmes""";"""276""";"""Distribuição Nacional""";"""15958""";"""15958""";"""236324,04""";"""236324""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Vilacine""";"""18499""";"""Distribuição Nacional""";"""2007""";"""0""";"""21494,96""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2017""";"""Vitrine Filmes""";"""16713""";"""Distribuição Nacional""";"""545901""";"""535647""";"""7119275,76""";"""6972499""";"""61""";"""57""";"""27""";"""26"""
"""2017""";"""Warner""";"""265""";"""Distribuição Internacional""";"""30726837""";"""768324""";"""469321991""";"""11008553""";"""25""";"""3""";"""17""";"""2"""
"""2017""";"""Zahir Company""";"""34269""";"""Distribuição Nacional""";"""32053""";"""32053""";"""451907,65""";"""451908""";"""1""";"""1""";"""1""";"""1"""
"""2017""";"""Zeta Filmes""";"""22936""";"""Distribuição Nacional""";"""64217""";"""0""";"""800876,03""";"""0""";"""31""";"""0""";"""10""";"""0"""
"""2018""";"""A2 Distribuidora""";"""34811""";"""Distribuição Nacional""";"""40127""";"""0""";"""595579""";"""0""";"""3""";"""0""";"""3""";"""0"""
"""2018""";"""Accorde Audiovisuais""";"""1403""";"""Distribuição Nacional""";"""150""";"""150""";"""990""";"""990""";"""2""";"""2""";"""2""";"""2"""
"""2018""";"""Alex Pires Duarte""";"""34335""";"""Distribuição Nacional""";"""947""";"""947""";"""10500""";"""10500""";"""1""";"""1""";"""0""";"""0"""
"""2018""";"""Alpha Filmes""";"""5963""";"""Distribuição Nacional""";"""43627""";"""0""";"""644304""";"""0""";"""2""";"""0""";"""2""";"""0"""
"""2018""";"""Alphaville Filmes""";"""6418""";"""Distribuição Nacional""";"""5454""";"""0""";"""64905""";"""0""";"""13""";"""0""";"""0""";"""0"""
"""2018""";"""Alphaville Filmes/Alpha Filmes""";"""6418/5963""";"""Distribuição Nacional""";"""30""";"""0""";"""388""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2018""";"""Anagrama Filmes""";"""38807""";"""Distribuição Nacional""";"""343770""";"""0""";"""4984386""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2018""";"""Arco Audiovisual""";"""36329""";"""Distribuição Nacional""";"""10523""";"""10523""";"""120842""";"""120842""";"""1""";"""1""";"""1""";"""1"""
"""2018""";"""Arcoplex""";"""24035""";"""Distribuição Nacional""";"""1970""";"""0""";"""28933""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2018""";"""ArtHouse""";"""22808""";"""Distribuição Nacional""";"""14534""";"""14534""";"""197539""";"""197539""";"""7""";"""7""";"""5""";"""5"""
"""2018""";"""Bang Filmes""";"""1126""";"""Distribuição Nacional""";"""1037""";"""1037""";"""7242""";"""7242""";"""1""";"""1""";"""1""";"""1"""
"""2018""";"""Bela Filmes""";"""18625""";"""Distribuição Nacional""";"""1251""";"""1251""";"""11961""";"""11961""";"""1""";"""1""";"""1""";"""1"""
"""2018""";"""Bizum""";"""1013""";"""Distribuição Nacional""";"""154""";"""154""";"""846""";"""846""";"""2""";"""2""";"""2""";"""2"""
"""2018""";"""Bond's Filmes""";"""28525""";"""Distribuição Nacional""";"""167""";"""167""";"""2305""";"""2305""";"""1""";"""1""";"""1""";"""1"""
"""2018""";"""Bonfilm""";"""14462""";"""Distribuição Nacional""";"""14954""";"""0""";"""217417""";"""0""";"""4""";"""0""";"""2""";"""0"""
"""2018""";"""Boulevard Filmes""";"""17484""";"""Distribuição Nacional""";"""5488""";"""5488""";"""61075""";"""61075""";"""3""";"""3""";"""3""";"""3"""
"""2018""";"""Boutique Filmes""";"""22631""";"""Distribuição Nacional""";"""359""";"""359""";"""5592""";"""5592""";"""1""";"""1""";"""1""";"""1"""
"""2018""";"""Brasil 1500""";"""299""";"""Distribuição Nacional""";"""2826""";"""2826""";"""40660""";"""40660""";"""2""";"""2""";"""1""";"""1"""
"""2018""";"""Bretz Vídeo""";"""19243""";"""Distribuição Nacional""";"""3351""";"""3351""";"""45419""";"""45419""";"""3""";"""3""";"""2""";"""2"""
"""2018""";"""Bretz Vídeo/Pagu Pictures""";"""19243/38312""";"""Distribuição Nacional""";"""3302""";"""3302""";"""50893""";"""50893""";"""2""";"""2""";"""1""";"""1"""
"""2018""";"""Caliban""";"""854""";"""Distribuição Nacional""";"""4720""";"""4720""";"""65100""";"""65100""";"""1""";"""1""";"""1""";"""1"""
"""2018""";"""Califórnia """;"""532""";"""Distribuição Nacional""";"""639031""";"""8517""";"""10360143""";"""121650""";"""21""";"""1""";"""18""";"""1"""
"""2018""";"""Califórnia/Diamond Films do Brasil""";"""532/22724""";"""Distribuição Nacional""";"""3651""";"""0""";"""58110""";"""0""";"""1""";"""0""";"""1""";"""0"""
